"" "time" "trimethylpyrazine_1" "trimethylpyrazine_2" "trimethylpyrazine_3" "Pyrazine_1" "Pyrazine_2" "Pyrazine_3" "2-Ethyl-5-methylpyrazine_1" "2-Ethyl-5-methylpyrazine_2" "2-Ethyl-5-methylpyrazine_3" "acetylpyrazine_1" "acetylpyrazine_2" "acetylpyrazine_3" "2_3-butanedione_1" "2_3-butanedione_2" "2_3-butanedione_3" "2_3-hexanedione_1" "2_3-hexanedione_2" "2_3-hexanedione_3" "2_6-Dimethylphenol_1" "2_6-Dimethylphenol_2" "2_6-Dimethylphenol_3" "Phenol_1" "Phenol_2" "Phenol_3" "2-Phenylethanol_1" "2-Phenylethanol_2" "2-Phenylethanol_3" "4-Methylphenol_1" "4-Methylphenol_2" "4-Methylphenol_3" "Guaiacol_1" "Guaiacol_2" "Guaiacol_3" "2-acetyl-5-methylfuran_1" "2-acetyl-5-methylfuran_2" "2-acetyl-5-methylfuran_3" "5-methylfurfural_1" "5-methylfurfural_2" "5-methylfurfural_3" "2-methyltetrahydrofuran-3-one_1" "2-methyltetrahydrofuran-3-one_2" "2-methyltetrahydrofuran-3-one_3" "Furan_1" "Furan_2" "Furan_3" "2-methylfuran_1" "2-methylfuran_2" "2-methylfuran_3" "2-furfurylthiol_1" "2-furfurylthiol_2" "2-furfurylthiol_3" "2_5-Dimethyl-3(2H)-furanone_1" "2_5-Dimethyl-3(2H)-furanone_2" "2_5-Dimethyl-3(2H)-furanone_3" "3-methylbutyric_acid_1" "3-methylbutyric_acid_2" "3-methylbutyric_acid_3" "butyric_acid_1" "butyric_acid_2" "butyric_acid_3" "acetic_acid_1" "acetic_acid_2" "acetic_acid_3" "2-methylbutyric_acid_1" "2-methylbutyric_acid_2" "2-methylbutyric_acid_3" "Acetaldehyde_1" "Acetaldehyde_2" "Acetaldehyde_3" "Methylformate_1" "Methylformate_2" "Methylformate_3" "Propanal_1" "Propanal_2" "Propanal_3" "Methylacetate_1" "Methylacetate_2" "Methylacetate_3" "Ethylacetate_1" "Ethylacetate_2" "Ethylacetate_3" "Dimethylsulfide_1" "Dimethylsulfide_2" "Dimethylsulfide_3"
1 0 2.6469266537036 4.25320140054316 6.26273640373782 19.6808063057247 134.129720051044 208.345543039242 2.68410463076489 4.31294065470239 6.3507010135744 0.375831676038086 2.23576493808272 1.19334997941022 5.60723531134995 44.0780858640518 51.6487605541697 2.44615543026084 3.28692609183216 5.50501670663044 1.68299069909137 2.70430553429233 3.98202462603332 9.18682385815404 27.2412977106856 46.0116692204095 2.36690142119586 3.8032441985093 5.60018528425836 6.65629202879282 13.0757995644585 27.5444821846789 2.04928723470974 2.68522592475894 2.48265033943063 1.15423168005907 1.51241503776394 1.3983172411095 1.22601701104542 11.6348251394975 16.1726793937022 4.44802813583755 9.28223731165253 23.423682844701 18.7225786693886 80.2917032961215 58.6058703141043 7.77155100335224 84.7705962076311 49.7927725421598 1.12398251755637 2.0792345275427 1.74737282427435 1.55580785539682 4.8274327092345 5.86640171126904 1.42373609639026 3.47474421711123 6.93956160050333 6.38003495578362 10.2659393378324 13.5435101136353 51.7466018138574 209.165049894777 221.403747417709 1.42103496179475 3.46815187753426 6.92639575469502 7.80116973058983 495.634737825167 500.843596994495 55.6981058843003 225.13743295148 238.310709004858 17.5459367644 304.95813993815 160.340580800802 20.420852847947 68.7087625843282 69.6384485786418 6.49003746603303 10.4429413613411 13.7770229580654 2.47708069346319 18.6120886326166 7.0320956714036
2 5.00001311302185 1.7570440931472 1.68984864731579 5.78459371313281 25.3665331246411 219.943576205892 218.481570449692 1.7817230334946 1.71358377959044 5.8658424670697 1.39535784039993 1.34712373390821 0.982740460447777 234.439352675526 576.208921523887 192.347704688342 1.0748907725713 1.99699245371871 8.25954412641573 1.11717824236746 1.0744534807284 3.67800800358525 10.8327966339338 44.8874729574178 55.2161847845458 1.5711618436253 1.51107517820383 5.17262654841507 4.3930178207467 15.3125671756365 29.3314863939155 2.24247517832687 1.92595060910178 2.13528165017504 1.26304202199239 1.08476409241343 1.20266680274809 2.09534630281833 12.0967907730191 17.1554922115422 14.8690152006764 97.2925305495257 25.9592617389204 277.28165245889 676.831388655308 298.833502028108 631.918332438381 1475.87798726762 567.398320489246 0.773697288571729 2.10653423967211 1.86402455762126 1.22555917265621 4.95556245387167 7.47899366426124 0.777656238655488 5.00736635532473 9.00269699961658 8.9130023876194 27.9517823573075 13.9558778066662 260.226932043565 681.501865494074 418.071532310663 0.776180856964335 4.99786630083495 8.98561694076282 1185.34421600798 3324.15716480623 1431.77829438857 280.098532209851 733.543106872616 449.996553544028 1822.72275116061 4441.13072204722 1680.41954463243 174.301339171429 442.984890953343 187.711664272171 9.06667750747252 28.4337179966197 14.1965005622007 94.3630422217237 241.578119214511 104.353016762299
3 10.0000061094761 1.81875996514854 2.97127482718678 7.34122639567878 254.082273185425 392.19564120045 417.38489918252 1.84430574903707 3.01300850621162 7.44433916843295 1.67690657956667 1.52964600614808 1.35946553204563 1021.57452549096 944.779659162449 1227.18117121418 4.37864029047031 12.8486126900189 7.74278897453327 1.15641893625644 1.88922042535737 4.66775901272669 62.8923721443181 168.826988405799 91.8288503438656 1.62634863353727 2.65693596057589 6.56457902410712 20.2716596638794 38.9427360555286 38.7550286023504 2.28603839496881 3.00031439443677 3.85401245180021 1.28757837974731 1.68988410484423 2.17071730690794 2.07123008508205 13.0990869866344 17.6081407429784 278.521420241141 285.80713243557 235.021258723485 1030.00128124589 1061.57980779252 1221.47217914 2432.96954130625 2241.76679125959 2887.12880361749 1.50005997091755 1.97738083170048 1.50419263953983 1.77198487083993 4.30198721321828 8.72027937667405 4.68479488062642 8.31132622911163 8.49202118486892 65.2330833717602 71.8842538476701 61.7146524962299 1005.13924270781 1242.36940309089 1144.16972300605 4.67590681383018 8.29555784979684 8.47590998823183 4965.45002522044 5281.86249831789 5682.96078551663 1081.89426950569 1337.23993721731 1231.54147611168 6936.07264110713 7038.34813667873 8259.55450469231 716.718076618316 741.275408918156 845.185444117903 66.3578112097634 73.1236590273364 62.778716680957 318.559666551765 390.384575100824 471.534274622142
4 14.9999991059303 2.09786299600003 2.28973991186995 5.78316744323506 403.750442784986 447.35050790616 674.22339624704 2.12732898147941 2.32190094579989 5.86439616419163 1.37844308370062 1.33741603250653 2.06331571639189 1343.39001438432 1147.04564392652 1570.58931747228 19.2180784054084 20.9698331338144 19.245750441916 1.33388052339714 1.4558812839122 3.67710114091531 373.37927882873 370.567586718039 317.835867177777 1.87592463121674 2.04750239074088 5.17135116730722 43.5038107260927 42.2659283415076 72.6986207958678 2.56758599716044 2.64188585066565 5.27939107084344 1.44615603367012 1.48800436185317 2.97354139633412 3.79489098644956 11.5380483802897 19.3053813527165 446.592391332778 341.940194010925 497.494316538194 1337.79055626638 1345.46685787859 1587.24019330281 3249.72566562366 2790.24425822217 3661.07624598101 1.10864365542183 1.91289216353292 1.00002066360595 4.69455053837909 5.01056837485201 8.86935556371288 14.7816640936204 16.512756569737 12.9387695290294 112.872117713044 95.3930921160557 121.81870860179 1699.80494617982 1634.78264041145 1877.17472745579 14.7536200871759 16.4814283073218 12.9142218912426 7537.26207340463 6591.38987137394 7922.01402594189 1829.60643899959 1759.61886214273 2020.52063455819 9663.80023626091 8942.94928570901 10643.370830829 979.954267526186 921.323938184889 1129.07361916473 114.818222455675 97.0378291223487 123.919067586406 433.492917826102 500.015135529015 591.779491237074
5 20.0000021606684 2.80535356182477 4.16402362457637 8.52616305649639 473.405765202997 483.597006675696 730.61706488581 2.84475675806536 4.22251031312158 8.64591911172812 0.977868761845762 1.06216947622058 1.21914669195555 1521.41958468682 1271.14029749833 1619.18148547918 26.8577451766112 25.5363890246459 30.0922137756027 1.7837230002606 2.64760378650957 5.42117519688051 465.415203396519 416.36813514389 578.398029040434 2.50856793600578 3.72350077064379 7.62415816378295 46.0506707975797 47.5298904926183 79.493895137571 1.86942093721539 1.93515205115144 5.85517682911989 1.05292456447929 1.0899466728424 3.29784447687502 2.19378650184796 11.2685335932946 21.9495340107204 482.868732657124 374.492029904453 542.029022414537 1490.15440806756 1488.60769414835 1705.90193796729 3573.34928570788 3095.99118080807 3973.53731513515 1.41352045587498 2.47487714044886 2.21470386128262 6.02714764043385 8.85687377677412 8.74235981694923 18.80884585389 15.8886533443639 24.6693134889836 118.827040310057 100.851409686343 152.606669429677 1955.56523785368 1858.14297857051 2299.93166898123 18.7731614146415 15.8585091404392 24.6225104780312 8714.66153845976 7609.96409259408 8879.8598696434 2104.89724665287 2000.03557220784 2475.56038725749 10775.6159205682 10017.6195304786 11895.0251235001 1114.5979230049 1030.21461805763 1301.68347140429 120.875817912407 102.590257248241 155.237864530395 478.563332892803 551.48706404483 640.921237076914
6 25.0000152736902 4.35412244268908 7.01391683221536 11.0045724899118 532.767696175166 538.553729187048 786.407332947337 4.41527920503074 7.1124323081667 11.1591395773779 1.90794205626601 2.67895258044799 0.746929389382978 1658.50453998971 1362.71061408615 1668.14691423908 33.5775800931486 29.2085489473371 32.5977896894316 2.76847398226823 4.45964635110011 6.99701788943953 521.560495441574 449.225972951227 627.963354672156 3.89348854198195 6.27189638786988 9.84037023828387 88.9638267541901 78.8810407326574 83.9588356420137 1.75161209926824 2.3159131412398 4.86869930697631 0.986570424051145 1.30440490264544 2.74222514326533 2.75028616886339 10.5092746018879 21.0349920780951 519.585009732816 398.526344672799 564.564383332999 1667.32864921914 1621.82574568418 1767.42116946338 3877.53207789732 3442.10435199483 4167.06955610518 1.76309817212179 1.74656799067224 2.86225927848939 9.79519835554128 11.6772027622734 12.7377484543234 20.7302165964678 19.247619403445 24.2904727455594 129.638280120622 114.344493104465 161.22561380405 2201.74766858922 1989.65205395859 2443.30835728469 20.690886902318 19.2111025160923 24.2443884772454 9660.87776706721 8625.89926127621 10015.5860511363 2369.87880318652 2141.58702001229 2629.88568952937 11824.7496655506 11117.8049036318 12538.7804690012 1225.19268116131 1143.03085695972 1386.33150393689 131.873461641807 116.315984069932 164.005413970955 509.87707685052 613.252943542067 684.287501022142
7 30.0000082701445 5.14674191354246 9.14555842002918 14.1362604277905 601.153670771959 580.280766454711 836.694344207589 5.21903158297261 9.27401432592926 14.3348143110957 1.10455748527961 1.95354495634076 2.83982152851203 1717.2488420153 1453.87764759002 1744.15804942732 38.7139259833077 30.9796620769442 45.524698356432 3.27244382045716 5.81500425686879 8.98823349963854 578.30739110312 515.293666270443 682.158788514851 4.60225474425106 8.17802608610584 12.6407487907215 149.996356972572 126.515855974263 106.373062832616 2.42186398419204 2.28365033650931 3.56778927061596 1.36408019725184 1.28623334002759 2.00950620009258 9.9777013202269 16.5646332919266 21.4006171001993 561.251686546723 469.548371370519 591.689214772597 1764.96136278131 1726.52721610589 1881.50752732485 4059.72206072806 3709.94742700737 4400.79201702694 1.66761783772639 2.33783372352512 3.16626764660815 10.6673587550676 12.9119541372654 14.421235013813 20.0029547098988 21.8969662082174 28.5457409397409 135.122048928892 122.16530251821 164.373762420131 2381.21348907704 2193.05446409973 2647.00458212143 19.9650047884798 21.8554229382872 28.4915835094402 10462.1624032636 9413.57696175852 10759.5477169401 2563.04909692099 2360.52176316539 2849.13668382657 12625.1947527155 12069.1941502083 13383.6877152876 1312.00918815663 1224.85381555574 1508.67383942664 137.45177982774 124.271637363633 167.207841952715 553.674408627252 668.459734144516 749.947047600281
8 35.0000012665987 8.54839128335561 6.57275502603646 15.3236854709875 650.75187139972 632.846466319143 907.467691697218 8.66845954992388 6.66507406904642 15.5389175878796 0.845838669484367 1.34294661792291 2.81026566286696 1820.58523758412 1553.00068104993 1864.50437067816 39.1104261492576 33.2356885699523 47.7149882017005 5.43530853110382 4.17914321907922 9.74323186756552 626.707137892217 557.632479444485 737.882382761244 7.64403480889895 5.87740623282115 13.7025530603539 176.497049924831 151.880100976556 166.43678355575 1.55959456146958 2.40192060929686 2.81645346786669 0.878419296429666 1.3528473770198 1.58632707165837 17.1089978123402 21.4720474868502 23.4136535684271 596.277303975704 478.318099226216 657.961028018493 1847.97904336286 1843.16194519208 1966.51632946223 4222.76880068008 3886.09648291364 4682.37552140055 2.36497240318114 1.64389269405427 1.987353430407 12.047983770849 15.2445724060739 16.5936006448062 24.1288919347815 20.4897774467192 38.5672362970857 152.486654358473 125.487921885852 173.221131475784 2520.4988399438 2373.02242635965 2904.08939136569 24.0831142201322 20.4509039175195 38.4940659276054 11185.1226611595 10142.0764773018 11495.5239991332 2712.97063666992 2554.23254351369 3125.85315263046 13301.4363327903 12821.03193212 14301.3898483567 1407.48283877859 1329.53859910597 1595.41950057648 155.115780197942 127.651544265524 176.207754499426 567.385683074691 677.458105176442 762.848224229102
9 40.0000043213367 8.7462465678176 7.55068890640826 15.9885185792542 717.722274261851 732.961024600499 955.96702517606 8.86909385329706 7.65674372986421 16.2130887524216 0.0390571218113764 1.27911568876199 1.23900686160284 1936.98812546721 1598.84097307509 1888.22559671313 47.669805869475 40.8307298290729 54.8456126484733 5.56111050716148 4.80094119096075 10.1659515285336 680.142044971377 605.732933581175 770.408663589326 7.82095846990366 6.75188195282226 14.2970517506039 200.831003847573 176.266350694357 230.284899271083 1.97503964195434 2.10361610928951 3.7204449554732 1.11241278699475 1.18483164043544 2.09548732788128 21.1292116503214 25.1882949816774 33.9295101375259 644.911052792687 511.044126083336 667.454085455984 1996.88495970882 1936.34052190025 2068.4911691538 4539.50129961754 4180.02051606502 4780.68992227702 1.46510572955255 2.2416136909323 1.09286014985934 15.1696586019509 15.7765439906957 22.8661549730999 25.4715381335642 23.0374804173154 36.9731316832096 159.464680536406 133.248768245871 175.969639775215 2709.91426397297 2516.5602520107 3022.30165840052 25.4232131293532 22.9937733458248 36.9029856741654 12128.5501195614 11009.0334407247 12169.6053723334 2916.85031135169 2708.73128799692 3253.09241347726 14229.9736854801 13705.846310245 14854.3522695796 1496.23787635935 1423.1347767959 1602.86155704056 162.214119258403 135.546200641818 179.00365169476 615.571571006362 717.386971218025 794.278316365573
10 45.0000073760748 8.33683214810555 7.99801137337154 16.3660505741074 836.504753426982 766.302775861308 997.212811532644 8.45392891538183 8.11034916065367 16.595923454029 1.01451156577073 2.905099270096 1.59090147303067 2049.86870069524 1668.70421328461 1970.57407927566 45.5356329940892 40.4178062935156 54.6400130279075 5.300793259804 5.08536144504691 10.4059970300054 728.485082151125 623.232304299925 812.114408772713 7.45485706300648 7.15188101638029 14.6346436570191 236.116078806918 201.001652474361 253.849316059857 2.02309464707014 2.72074131182496 4.06938108683763 1.13947908026521 1.53241857079086 2.29202060555777 24.2582137239595 29.7854076250324 39.5081326191323 665.781337967764 536.943460922532 692.000183761641 2061.82792947549 1976.79960873691 2170.52449939905 4735.04427379525 4312.59170804866 5026.44224166344 1.90478947552802 1.75571322441299 1.72638671763547 16.0928972498382 17.5630400600633 23.7900509344216 28.78605898201 27.2430713406785 34.2750452884621 176.147725039843 152.155027250542 187.562819930619 2865.47388001338 2641.63628396249 3138.10534279289 28.7314456165262 27.1913853557035 34.2100181315149 12799.6442765471 11642.4363708427 12872.7239546455 3084.28886116618 2843.35844856484 3377.73916609458 14957.490500509 14329.671380431 15533.6336554337 1569.19746551648 1491.90673200321 1767.27479275984 179.184807448231 154.778435282101 190.796717732875 641.798124187162 773.363796414835 840.844153641814
