"" "time" "Methyl_butanal_1" "Methyl_butanal_2" "Methyl_butanal_3" "Pentanedione_1" "Pentanedione_2" "Pentanedione_3" "Ethyl_guaiacol_1" "Ethyl_guaiacol_2" "Ethyl_guaiacol_3" "Butanone_1" "Butanone_2" "Butanone_3" "Acetylpyrazine_1" "Acetylpyrazine_2" "Acetylpyrazine_3" "Methanethiol_1" "Methanethiol_2" "Methanethiol_3" "2_3-Diethyl-5-Methylpyrazine_1" "2_3-Diethyl-5-Methylpyrazine_2" "2_3-Diethyl-5-Methylpyrazine_3" "Phenol_1" "Phenol_2" "Phenol_3" "Butanedione_1" "Butanedione_2" "Butanedione_3" "Guaiacol_1" "Guaiacol_2" "Guaiacol_3" "CO2_1" "CO2_2" "CO2_3"
1 0 3.43084062050588 5.33101205633656 5.06047000082678 34.2076131675684 66.4610073229897 44.3997391234517 1.22678234643131 1.80387173715408 1.78378409972127 77.5972201439753 107.356414184544 88.5801756763701 3.80518415934925 5.929602883287 4.86254510487953 23.370688660747 49.6380259539276 37.8483316208519 2.5424603705881 2.31820730926282 0.931765414018772 150.029633106142 280.534696083421 242.836301288927 83.4757881180565 174.407055323239 160.236674723349 7.01439315857631 13.0176838253874 8.6765234225954 1239.03000540316 1262.19054367159 1314.96641103285
2 4.99998293817043 132.490384793734 719.549714346644 842.452440291027 86.5582185280312 635.632282475686 766.936935033916 1.18258775166363 2.53901932641171 2.0184151176301 839.924516866364 4170.64940055295 4601.32049697598 5.31890600521525 7.41595329294771 5.42675526836352 132.055100430159 523.333125026091 478.290596829659 1.90639841389416 1.21106826832932 0.519500468166621 138.200802888896 651.382070354367 733.798151932644 309.630642419145 1398.27934026372 1512.36803091308 4.87012101883045 14.2273398053388 9.55414150059299 1548.03661607926 2392.39702874238 2484.00554789721
3 9.99999605119228 1454.66186959625 2070.04854383215 1794.2813131588 1522.02453417058 2319.43805499344 2035.44025110359 1.85049858397076 1.97488621701984 0.136008981739991 8352.11633668472 11866.2564201285 9890.8123694215 4.30003277646076 9.55171936448845 5.97197715433074 1204.50564197324 1418.24222822673 1029.30680980052 1.72724623239756 1.6892072623038 0.677753827425626 2063.69519534003 3876.56393270085 3379.09827707156 2569.1522100045 3841.13776898655 3178.50901929763 4.82967721655982 16.867746693354 18.9651326989822 3857.72118069382 4729.23602388007 4269.82461966494
4 14.9999991059303 2194.06617183249 2506.97818162944 2262.27131066607 2447.05914859911 2785.1429017862 2546.9243812933 0.42911010060737 1.17313875869656 2.37045210510845 13196.4439249056 14654.6389544344 12670.4964734761 5.09711746836384 8.80617708343787 5.04307858799409 1931.49596812536 1798.44212843739 1366.71354629061 1.0746226976641 1.64338409206289 1.32272681795408 4156.64269829171 4898.58692563876 4338.18692758011 4103.40587239292 4950.57892442932 4039.00209239151 18.6200790350236 43.2291432302601 27.5972371499856 5133.44541697554 5806.30464830472 5294.43462746705
5 20.0000021606684 2585.92830393292 2746.26189340592 2473.24070058198 2855.15940419168 3221.1157651177 2829.77563615669 1.78608894775444 4.09624194365007 1.8722864861402 15341.3220642578 16078.9248035232 13783.2783411044 8.4228330838437 15.8490184630222 10.7780270075755 2208.28812691784 1993.36626988291 1527.35655004472 1.08193781004787 3.07788749232596 1.6724243301819 5059.03658314934 5541.57664580046 5030.25929291757 4922.90852719144 5461.94475146068 4612.98030551637 47.0474588889525 71.6727724623378 52.037088709038 5543.94012957682 6224.93867575369 5683.35579599275
6 24.9999850988388 2848.27293052076 2968.81137971122 2641.28794149215 3138.64172351357 3400.89906702285 3036.49342558654 2.06021374278568 2.38931095575847 1.9299652930789 16848.0501751389 17407.7652306985 14925.5331748859 17.8967013587312 35.5797509668984 21.7961784889872 2471.2548485059 2179.33286339946 1707.25786894551 1.97535094430272 2.22589109882506 1.85250211967058 5733.63718666084 6006.2467305697 5689.06612530002 5587.32930602502 5968.2077883175 4939.9555398964 64.9191199348696 89.4782386663627 61.7176723900252 5797.54703408362 6768.78201161386 6256.63837181959
7 29.9999881535769 3105.77705464228 3125.74775364261 2818.31515555896 3378.17746446663 3531.60098113758 3226.50469062694 0.902510525790429 1.88782955287331 1.6253312721977 18230.9815110885 18372.5131507563 15720.2892093325 31.469026492646 27.0601456709458 26.9356612592462 2656.75926382422 2339.00226649834 1849.38165670201 0.782575657466426 2.36577144764157 3.20213615466002 6102.25432393276 6399.64139068732 5943.37774992344 6057.65920362661 6432.56096235573 5439.80692225791 95.7633415469792 105.896181136646 91.7989301816338 6447.89188210548 7250.12781970492 6646.41483961599
8 35.0000012665987 3241.67389290897 3232.3427429729 2996.80920477653 3614.66444973508 3779.14594497361 3496.66779576739 1.83057947275165 2.64654491436421 1.11786999227882 19245.5070288902 19310.5140734649 16988.1922120277 30.5381936793531 45.8626937126647 27.7353495618492 2819.24463820497 2494.90929871193 1951.6290263569 4.11808220667654 3.36500727959084 2.00859998774715 6451.60273937041 6818.06192017668 6575.78708634472 6520.37276942544 6697.01523614974 5898.27182448564 110.908906010419 121.789226723594 114.053100440024 6680.84454709361 7370.70598786319 6861.89361048414
9 39.9999942630529 3428.70483899799 3420.89501010219 3217.13871568921 3816.6980054486 3927.74214053412 3776.62112810687 0.333536624753721 4.28414941426593 1.48118369164054 20276.7451210837 20136.881639879 17985.2058072383 38.9262760615565 30.9712059684182 31.6590245157584 2980.08698674335 2609.35311581411 2139.08643297434 2.46551511864158 2.64844682349234 2.5692321560443 6794.10761005574 7037.93950431269 6914.36812503007 6962.32269387366 7046.69981184363 6215.89418795088 113.391065013601 129.742896716098 108.314716618942 6886.23209639939 8019.5608104103 7368.86076558327
10 44.9999872595072 3629.91462820264 3600.53940184842 3343.30074674506 4002.752065755 4120.31659169121 3824.17799060935 1.20629270790333 2.23062202582108 1.112442080693 21191.467757639 21189.7873677547 18812.8841855601 35.3175223663609 38.6301554235743 32.2256679529895 3162.88634568937 2754.93190143274 2273.92040703232 2.16593842012645 3.87280175956106 1.52605091323764 7155.47200211495 7426.84854836501 7280.59962841558 7231.5143481264 7504.70591010549 6501.96072584583 135.713434870867 149.353036485776 127.529785635299 7490.86038759644 8197.81335211957 7515.4006661441
