"" "time" "Methyl_butanal_1" "Methyl_butanal_2" "Methyl_butanal_3" "Pentanedione_1" "Pentanedione_2" "Pentanedione_3" "Butanone_1" "Butanone_2" "Butanone_3" "Acetylpyrazine_1" "Acetylpyrazine_2" "Acetylpyrazine_3" "Methanethiol_1" "Methanethiol_2" "Methanethiol_3" "Phenol_1" "Phenol_2" "Phenol_3" "Butanedione_1" "Butanedione_2" "Butanedione_3" "Guaiacol_1" "Guaiacol_2" "Guaiacol_3" "CO2_1" "CO2_2" "CO2_3"
1 0 5.17732261056268 9.7261658614553 22.9438860486999 12.2126829901314 56.1423429837216 83.0582731022356 84.8153675035148 81.1014352545668 137.569470003729 1.42428583601237 7.43860976906146 4.51951694538182 23.9482184835558 51.0813585584571 46.7958510279873 36.9547407027003 175.028317488687 222.573372646556 32.2288446218695 111.223417120961 129.84723655464 2.65452571924855 7.53227449979415 10.5892563982744 2140.36886779464 2174.81628474352 2000.1616459118
2 4.99998293817043 722.858058295806 280.559122118018 726.823408130268 455.359292878223 133.643438776543 452.134438895258 5100.42822372985 2127.70634381586 4709.3420062439 3.71348795988195 2.22547769134945 5.31421733681346 699.635915766205 272.896033582503 548.052067799425 195.472213077167 207.879270671358 332.033008791061 1361.10853743136 634.182046808436 1313.237577929 3.7097419575774 7.07379737378829 10.3074646601913 5763.43284459547 3030.16703675665 4505.90700996405
3 9.99999605119228 1436.82375507375 1578.51334429082 1449.14243900823 1300.70250357591 1429.08198146322 1345.65211988694 9933.70299353378 9757.12068339354 9176.15059412434 2.09247053389005 2.27341356379267 4.20020364146921 1256.33693316532 1068.01771744089 990.125603763906 1805.27727282618 1690.94520615027 1795.79270048146 2648.97023911547 2836.12553309139 2593.85129075514 2.88227216083838 9.14517061669638 9.69054282431116 7317.01686470482 6176.38422746859 6696.48513010832
4 14.9999991059303 1738.22167983712 2057.84231057935 1714.59806366095 1590.60146788876 1918.31975500698 1647.01360176576 11767.4965701918 12275.3096724296 11036.348156509 2.75306929559629 3.62578699266823 10.6766228198744 1513.86628907113 1400.92818772588 1207.64454975121 2568.16053975645 3281.96694000031 2629.12579824104 3158.3118852864 3433.01244462299 3139.76651656547 3.51558852393954 8.42727014453834 9.88022181829535 7890.76433818085 7215.54284933388 7795.56577423671
5 19.9999921023846 1928.02161726086 2247.16712545215 1824.49211252464 1762.64951447777 2072.07882060711 1779.096830212 13085.4681966587 13372.9797484493 12110.7576067513 2.98075451528372 5.50652899153267 5.11566059969267 1676.72093592617 1532.98999428387 1345.08629544357 2910.09215455484 3643.85424371932 2892.52403563672 3518.87856538557 3799.79171168276 3505.55218855952 3.79851585754756 12.6196042787671 14.2806682949523 8688.52652815995 7857.64525039016 8368.07982573347
6 24.9999850988388 2089.46135427236 2286.79695708303 2047.08005222516 1872.22080152044 2204.13696712938 1846.2568790835 13886.9338831307 14285.0721207348 12899.8034742268 3.44756434776075 8.41897514659814 6.74321925605046 1765.86539086066 1621.36908150397 1428.36035903433 3182.65629386851 3874.12485452017 3180.95580759554 3943.59120161124 4180.62402951181 3714.28396202501 14.6217044301527 26.8354213171561 23.3819971420628 8865.25119255983 8527.25496474511 8756.66783873439
7 29.9999881535769 2299.532893898 2381.42934974645 2086.94321972623 1968.35096076068 2280.05588319503 1999.42603303557 14812.3058284369 14995.2497377496 13787.4461030684 2.82638787700263 12.8442022427038 5.52545697672328 1867.53460779079 1692.0571370194 1561.21610835427 3348.21044800293 4017.65635397628 3309.41799711135 4215.96203991055 4525.22516202925 4034.67286396671 16.6630945286799 24.1978302429533 26.1838913715797 9505.23989050533 9410.98454115036 9352.8633656435
8 35.0000012665987 2367.46297196944 2539.58699173971 2176.68921574372 2101.13038299522 2343.57923524753 2085.53563628387 15492.8454548331 15629.9695309407 14534.5646588772 5.34537230884827 7.86770470861673 7.66869781539811 1962.61866710988 1792.14325709094 1597.74114369592 3499.13147855066 4237.37568124825 3591.30174920907 4449.01438287753 4686.80788718883 4386.72315664992 23.9424634890563 37.1514956100129 29.7343295689897 9804.27760994777 10039.0711765596 9583.1646701504
9 39.9999942630529 2443.9300331104 2559.23671553172 2322.26383152496 2213.26822938227 2450.46722549541 2190.1105108427 16470.2703437744 16162.8398264662 15082.1771886908 8.95555828227584 9.99540506587373 5.43296726955592 2115.81396420177 1872.5341237322 1668.88397006598 3767.3894809892 4380.01103513965 3688.48013794643 4842.62778141272 4886.80541696707 4584.13711399596 29.3703019337341 39.2138977797774 33.6286453054067 10458.903670506 10105.2733144793 10181.5112964956
10 44.9999872595072 2596.1995348241 2700.16951345691 2371.30220548135 2289.17991604473 2586.68967146963 2284.14701724104 17160.1801256299 17042.4343191559 15866.8643233446 10.505074856981 9.03438198499858 9.67177951854482 2178.64704604804 1973.04021610593 1731.78182478001 3960.84303701082 4547.59790988359 3814.17608078216 5009.46163393372 5068.85253927961 4774.6051291143 37.6960582446335 39.9862832363531 42.3815580337698 10773.9119053135 10650.1343168078 10512.2983460915
11 49.9999903142452 2721.41742537972 2754.98100451966 2555.4890622096 2432.96101790348 2663.32768985472 2359.66863299641 17928.3995651597 17581.5760927405 16596.7176216783 11.919160708141 14.4398048450558 11.4041705295276 2294.08466195282 2015.92696088913 1754.1573993267 4128.07994125543 4635.3331556321 4001.37199133231 5154.39018829605 5360.00560442339 5013.3936331718 35.8318112276827 50.2584173752747 39.0500374275627 10848.6254877948 10989.2305243846 10980.8616089977
12 55.0000034272671 2915.69952608213 2846.89450327399 2550.59282661175 2525.10630076831 2682.49076864408 2461.05959347202 18845.9850158192 18227.0041575981 17071.8404182893 13.6621593181396 19.4157751675799 18.8783822975796 2340.88617121849 2130.70870421527 1905.24045866645 4231.42376002881 4811.58170873871 4156.59816556444 5311.16313586609 5514.41701778373 5179.6317249904 41.6746536901459 62.8925027835522 43.2686988029547 11368.3101485363 11378.8058996968 11228.8203099573
13 59.9999964237213 2980.57179561987 2948.29262041231 2692.00561238328 2565.65415878889 2711.352145711 2529.91162604813 19269.9654156712 18940.480065039 17637.3393444105 12.3079714597958 20.8049143613976 13.8799240749162 2469.82977609303 2175.10829460116 1901.29147430804 4409.2302399861 4882.63830608911 4269.51217395407 5542.93251781735 5705.90331767572 5407.36793557601 50.3073399185626 59.3444098461453 48.5103444639638 11527.5878633336 11537.6971337202 11583.4217456212
14 64.9999894201756 3006.70992612856 3111.69292519204 2872.47267030377 2631.93080390562 2784.77913430015 2587.48951647264 19806.4897281078 19210.2473059985 18329.4122827861 13.241316064784 23.5563668661782 11.7401746981287 2567.50991153531 2259.30226643679 2047.74529940912 4591.83903508334 4971.14774610557 4395.05259947129 5704.59881815331 5821.29680184779 5443.56238634041 48.9478789430598 65.1197966096346 51.1729869670854 11674.8937256944 11959.1011929575 11883.5547644234
15 69.9999924749136 3118.54812908841 3152.72273625198 2880.5762368359 2675.42928648193 2915.43010090105 2689.46979355113 20389.3545614352 19467.7254032294 19148.5069361154 12.9783400798272 16.5979490047583 19.493743040758 2598.22076278246 2319.04574857806 2084.7349359644 4599.6591833463 5030.87653043346 4578.13522583807 5911.39028955445 5845.40325271379 5608.36240354647 53.2443547548429 68.575312612326 62.3088504683273 12243.5693471779 12138.1993689042 12284.8084047275
16 74.9999955296516 3203.71612842156 3149.17920581767 3029.83646674359 2758.31448566123 2948.11167490766 2739.95692333811 20662.653912917 20087.6779945431 19445.8900048805 19.3507185350878 24.7574102802878 13.8013091668218 2659.03301253215 2366.35500683317 2130.89517775906 4770.57756045315 5165.48711163852 4635.7845422858 6027.61744535563 6086.70215110565 5745.58614772286 54.1455735067977 75.9105146957821 57.449129945926 12384.6064514037 12592.4696954562 12401.4139372671
17 79.9999985843897 3340.61354606051 3264.73303291823 2950.58077779291 2850.2006145884 2995.14208510557 2770.79811246181 21298.4300532162 20556.7191540214 20056.3451041253 16.0039010541493 24.0487019702073 18.8009799932237 2731.96345269473 2448.34295083086 2185.302095853 4801.35358150002 5229.97358072928 4763.79813588194 6043.56494711644 6140.20023659947 5893.73136363815 59.3929021305506 81.6670388618141 68.1742051378586 12537.6068975061 12951.6446071275 12569.9904391979
18 84.9999815225601 3394.14484530361 3226.7478837414 3082.71534175554 2802.72048532624 2988.89169641107 2882.816085327 21592.5132850209 20853.7885725484 20451.2886175785 16.4243761916815 21.5507668223185 28.6487266828909 2792.48319125648 2453.56033147651 2225.50407095518 4923.31865190764 5226.7058385326 4814.86866761093 6154.68330260792 6306.56982507164 6224.88973332572 69.4617702600516 74.9554192089902 81.6224313182441 13046.1738508198 13076.0224035537 13036.0347465189
19 89.999994635582 3378.34027702865 3259.11978447817 3107.79583120941 2920.51023943169 3089.59053629935 2846.33200363687 21881.3914998889 20992.0259597424 20600.3166824084 14.8597352543459 24.3212431639876 25.972703578004 2795.2271129552 2524.94298929027 2304.10789254977 4959.17449242667 5296.43820028777 4858.68903396323 6278.62803705975 6359.63739491022 6269.14864771487 77.0816866265478 83.1954309896483 77.2241377345845 12964.3382813422 13228.0155746109 13229.4296629216
20 94.99999769032 3399.49535438561 3354.0442079918 3170.21018829477 3005.97877622843 3057.97508392739 2933.29304250037 22417.4839010574 21510.0398795083 21094.761625742 16.2263903846212 22.4864550477376 22.2224954196275 2910.16380965573 2561.17191356742 2328.4545438139 5029.90304219241 5371.19829260744 4932.56865112634 6437.67751252567 6403.24034156601 6308.75208088323 75.4492361470491 74.7121049224937 74.7181610582532 13440.1850752017 13577.189708768 13659.0227278528
21 100.000000745058 3457.42859085737 3384.37383990701 3144.18831142383 2961.92843845448 3134.71238507669 2930.08524535638 22581.3180952549 21732.0879543813 21100.3431120569 21.1101790658034 19.2848347561971 22.1962893504293 2951.93540623389 2592.77307579068 2344.42767421482 5147.07156080839 5417.77775026373 4863.36241775673 6557.00706876706 6568.04228032023 6471.15813781123 67.7150179488044 77.9420017247809 79.5018207033474 13543.6244541968 13577.4429551651 13534.3091427679
22 105.000003799796 3588.29471447351 3401.27334121798 3274.77643513021 3032.5582317571 3092.94544587435 2984.71687601836 23118.1793149569 22061.7386592632 21953.9233271698 19.8338137564224 27.2583149845536 16.0258271129829 2956.45564452093 2657.13040210607 2448.55501351991 5191.99849644022 5420.66035114687 4999.49654264231 6647.14965018404 6676.30423929 6521.93456203893 77.5178616376849 84.8558262958827 82.1548874320439 13823.3341456826 14061.1978764695 14023.0053402669
23 109.99999679625 3507.31161965785 3427.64939747581 3377.5034855876 3050.77550104133 3139.04688843717 3056.13660319434 23074.8311248025 22260.8750955992 22321.8475122456 18.8109523409152 16.7099472184417 25.978188677695 2963.75587709141 2683.78703210563 2467.13671128107 5219.80929171677 5464.24246990154 5060.29134401241 6705.26325488463 6617.72786055599 6623.12597299005 71.7945504981957 88.0858810393677 73.4643325047382 13818.755931538 14293.2053548553 14240.3796525472
24 114.999999850988 3677.96636163269 3486.68666593372 3434.67536919122 3102.13910929407 3237.90144908615 3088.60261900191 23586.1536515004 22586.7939988886 22455.5145181133 21.2027012769271 28.74692210915 26.9850196497001 3088.94542445769 2721.90930048589 2504.30383400775 5305.99389557999 5500.95780463148 5087.33381907244 6706.27600922162 6687.34877616596 6691.25333067653 85.6437244069166 87.0596437913732 90.9841265625884 14148.3170763571 14299.5711405874 14244.5377620902
25 119.999992847443 3668.98447979955 3573.56481180842 3505.97235699288 3077.90150936742 3246.99650585946 3142.1482040863 23826.2801095674 22804.1705452115 22843.9833726151 21.3759691325869 21.7817552026438 18.3173897649038 3048.3257921894 2752.62285202789 2535.12230681707 5222.12277123884 5614.85362235317 5250.31023655234 6828.36565669808 6815.74418368047 6759.54988599717 81.2386213508695 87.1927144719853 88.2827459458918 14203.1954385696 14989.0209677318 14358.9165908603
26 124.999995902181 3693.37757969234 3593.34340044388 3631.23338707856 3209.07732168726 3236.85095922767 3180.53145535223 24442.5109558955 23370.3397359311 23273.9581362996 18.3810584828711 24.5932155808871 29.4825820658806 3195.01604934263 2803.81150523902 2602.89215617702 5476.69096293928 5627.46620440354 5324.682703464 6994.25143325621 7022.61085705654 6915.90585036364 71.365082579851 83.4958229545966 79.0736049732886 14613.929055032 14792.9291488802 14498.140001553
27 129.999988898635 3828.10217083931 3672.27987294906 3556.87639439011 3184.18243610097 3257.66005538785 3181.91414554391 24528.8047527509 23526.7759445701 23659.7016426889 20.3662615312532 19.9003009488653 21.8867593757815 3199.73653292534 2825.90284659576 2616.5145783352 5429.28393497771 5636.40300950426 5376.53363742821 7118.7622109597 6976.87094764461 7011.5205173048 73.3037782269508 91.2755215075118 77.591999779065 14714.9175507229 14884.5940799957 14987.8664673447
28 135.000002011657 3831.33133966137 3710.71041846623 3661.03430567052 3224.58506826007 3302.76648830437 3253.83059272999 25095.6164556836 24187.7288387359 23793.3332950491 22.0020864384185 26.7791145351753 23.1685888614553 3322.02600278188 2898.93437939918 2646.99833586693 5553.12926459558 5654.83295038475 5340.24794229146 7186.53217942544 7054.11774345561 6993.5489719456 75.0774897456282 82.1481372149156 87.1524226375012 14855.2989459856 15124.5933305088 14903.6939898421
29 139.999995008111 3956.2661843633 3741.33785274301 3702.44692926327 3208.4705452293 3375.38166925864 3235.50025086035 25413.2061635183 24298.6113432202 24182.5169893226 26.0987147978513 18.2312409282894 25.675220827549 3330.30099621576 2920.94457366094 2735.85183384592 5589.45497974328 5757.36648703062 5357.40555307662 7190.09571236033 7170.90181097517 7103.71582422028 88.4127097060665 84.7894662725291 89.2937674687539 14947.4502595617 15489.9266841125 15433.0926223507
30 144.999998062849 3951.74064601173 3846.98319675258 3780.42246796788 3312.80246902737 3416.61610151804 3341.62401127944 25478.5075921193 24896.5160193101 24516.5739931031 24.5132691887408 20.5486046257624 28.4317684179726 3351.00348152505 3079.29000916562 2735.14397623611 5624.41419662057 5850.16923674441 5427.24810346085 7305.23858116965 7345.348090225 7309.47079997679 91.9555584394494 83.1926803583343 90.8494297874673 15296.2935013624 15640.0889533576 15382.6125695052
31 149.999991059303 3887.46848328158 3845.14519360952 3603.1347331654 3318.53962772423 3464.30456923011 3316.04817053378 25758.4829467622 25269.484746066 24686.4317159344 22.8947252611502 22.0079615926459 23.3256817742831 3379.61396023216 3111.47193663742 2790.57380237633 5693.52520682392 5939.87412437755 5439.75973752478 7423.7298143789 7484.18124564542 7386.14171622952 81.5184465378557 90.4827656861471 91.4036867654436 15420.3915351772 15703.1970499823 15785.1920409702
32 154.999994114041 4054.15656927558 3962.1995377609 3810.27070107984 3338.28113495179 3456.14270566728 3357.19490842053 26134.8005024266 25269.9059159097 25096.9764152163 24.0916940662808 25.3859609862377 23.9016353354878 3448.08366439796 3053.1598021911 2808.1055440041 5669.10155820444 5878.43777748484 5665.67577322247 7448.39555574935 7458.78487176078 7440.73699872286 84.4330985624204 97.7617053377674 99.1649088388211 15462.7815900371 15485.1304118158 15667.4433040359
33 159.999997168779 4131.73174905835 3920.74790612842 3745.32977616996 3391.92907681765 3511.20417417967 3390.55410853025 26375.3940009425 25476.1866569498 25042.9353739521 18.5264108699481 19.7540969203826 20.8434792924563 3456.95874636902 3105.07172472981 2818.13214197262 5724.26516302231 5863.75020679832 5516.61679124965 7391.99357584236 7515.78999522288 7399.18519104156 83.7447071885783 91.5324691283205 84.2005378469676 15394.3204705936 15647.579398929 15590.3379137763
34 165.000000223517 4112.73626702609 4039.35899643441 3813.27704106791 3395.87277836156 3596.81055787965 3426.08531943862 26573.0523896786 25862.0040918803 25316.8966915258 19.6422069360053 24.0822295942431 25.6483885742566 3457.13324938235 3135.6983940201 2849.67249384501 5674.41819361556 5948.95679218982 5556.21963881104 7506.8092497198 7570.50316827588 7422.76724655029 87.403096707654 86.2708377348643 95.1646706665551 15446.439520397 16060.0839240905 16011.5292529135
