"" "time" "Methyl_butanal_1" "Methyl_butanal_2" "Methyl_butanal_3" "Pentanedione_1" "Pentanedione_2" "Pentanedione_3" "Ethyl_guaiacol_1" "Ethyl_guaiacol_2" "Ethyl_guaiacol_3" "Butanone_1" "Butanone_2" "Butanone_3" "Methanethiol_1" "Methanethiol_2" "Methanethiol_3" "2_3-Diethyl-5-Methylpyrazine_1" "2_3-Diethyl-5-Methylpyrazine_2" "2_3-Diethyl-5-Methylpyrazine_3" "Phenol_1" "Phenol_2" "Phenol_3" "Butanedione_1" "Butanedione_2" "Butanedione_3" "Guaiacol_1" "Guaiacol_2" "Guaiacol_3" "CO2_1" "CO2_2" "CO2_3"
1 0 7.28157908399402 59.2951783085073 157.481277136926 73.8763069374895 317.985662823037 511.267584177045 0.215196889068543 6.20330878064714 12.9876109585966 412.332618644112 414.136178122255 713.276259643244 21.9769126122436 66.1010006315283 94.5152292122234 2.34047648635869 6.50060805563256 4.31649004314837 269.423283754428 1246.90141781689 1268.18399975909 136.978780780868 554.470191350173 819.493014563722 9.35980664424816 70.8436313069378 82.0291149636957 956.261389880756 1115.76446103635 1245.21529793534
2 4.99999299645424 734.041164109252 125.851488991187 554.352133736342 954.667408362329 342.108106722836 875.982219785682 2.92133951930496 10.4332567825562 11.0790156476433 4687.69410743077 817.197175465371 2994.07161520249 624.866463174455 125.243017759987 378.9199859533 0.834207283099206 3.37459965688081 7.10220877823559 1383.09660836217 1181.45636589254 1629.68757111913 1450.91336423117 654.158423873518 1447.05207184608 9.91566333381006 64.3861302771107 83.6441674568675 1833.4386878308 1292.08085318517 2087.49935715699
3 9.99998599290848 2116.44123447483 1522.00927581636 1890.72832598599 2665.30316659359 1976.90608404224 2472.57891162004 0.319084405616313 10.0034097316483 12.3929615839112 12600.1740793291 8512.87590695199 10643.9722290569 1862.9800730939 1123.33349303819 1400.79503037013 0.205551299552882 5.86248779074533 5.30412301059309 4662.80057400879 3347.47566018819 4465.31629420239 4249.94458906115 3104.72731649912 3919.60776311621 54.8078203540961 68.8711224387169 96.9905718523789 3177.81451167998 3725.7571989933 4598.73098935212
4 14.9999991059303 2670.0752934823 2354.52588070606 2505.22628469543 3467.34705369597 2978.29586877413 3275.47431869083 2.47381676172256 7.85028462478322 6.07240970661731 16046.3278981829 13107.2430712451 13964.1665276231 2368.8397083476 1733.97125214494 1820.13188533591 2.15530550273416 6.19679002418582 6.97313206093471 6146.87254112725 5193.05860180621 5957.60726921776 5598.49320446273 4817.31720212236 5279.92537903107 128.382025852737 118.962592115915 143.961669704927 3586.70349357314 4883.30602018362 5548.15894565168
5 20.0000021606684 2988.6535224368 2765.53420349447 2896.38335354152 3936.95528200824 3537.80436761342 3726.87244598265 2.93482857383661 3.49072223837949 10.0409028537855 17997.6682464933 15297.4187148277 15921.6586042284 2646.24151602095 2074.01191574338 2118.36161537942 4.13513973295487 3.52997322450916 5.26283016275446 7156.17492171865 6208.02558286494 7027.48844299481 6478.96735536388 5681.65377974361 6051.75808443988 173.239442449488 135.913638521744 180.477815337768 3880.51856234699 5650.6572274788 6100.09520829372
6 24.9999951571226 3347.39552383991 3064.06612792296 3120.50771102857 4362.46185100855 3937.8072999219 4131.9673652797 5.55559509772672 7.64356448828723 12.7724282335016 19918.2492005093 16576.5477283429 17249.0398721113 2970.86676413477 2316.6499729592 2305.50574898949 5.97556688818679 7.63812526007566 8.16094136431261 8036.43483332972 7135.94662417381 7820.64055761917 7166.82920169812 6302.2774149769 6593.98241960641 204.403827920467 169.758396999619 214.59757131998 4135.75546688298 6030.74429855873 6473.3670254422
7 29.9999881535769 3618.17474206548 3352.71673157509 3453.41727638179 4698.89290965531 4426.46819015098 4427.91134514963 8.59682492854673 13.4097180561578 11.9323118845368 20921.3158535095 18038.627617716 18781.5626350204 3222.70542575451 2504.34829472674 2559.56195107339 7.66383293335476 4.57554158962293 8.59567504535794 8608.84767336096 7946.8992720756 8453.79547431276 7730.09248554501 7031.35948579233 7220.93966513623 211.439586749866 195.130753150667 218.042383342361 4432.09069205438 6274.62054339725 6857.13812464127
8 35.0000012665987 3781.39754565036 3576.57230921198 3640.00906535682 5032.73431296177 4661.16574547774 4671.66769362856 9.74085498398277 17.1702377777674 16.1249752273464 22189.3488654275 19327.8045614918 19926.9447744068 3373.5786036942 2699.36345648793 2754.31862481227 9.20382379425165 9.2210789108483 11.8067749642154 9209.56541440475 8566.85487340209 8989.75825370264 8208.55639432835 7498.59950783167 7587.78643042687 231.064881429705 224.149875636481 240.00978666783 4831.20295780278 6736.22127600068 7249.86109913172
9 40.0000043213367 4017.94657886394 3877.03024683767 3930.33442888801 5245.04220559991 4954.48626803979 5047.4159093763 10.4739400415024 11.7745567071783 18.1811789530408 23548.6353309064 20352.104897833 21043.5791772241 3597.74873588467 2916.37061898952 2883.46166853623 10.5091344607193 9.88509192533703 8.8477390369965 9748.88987946725 9211.33727879331 9651.75162054108 8642.75277443858 7893.91843684984 8089.66007510585 251.518272854222 245.579522252053 259.816256864514 5011.54154260659 6984.30198843629 7491.75762706429
10 44.999997317791 4252.45819270251 3916.1825141156 4186.43230756136 5540.43254938711 5294.30510507066 5290.9067559546 15.2171094649116 21.325330430325 17.052551464687 24458.9340067115 21399.7284040207 22090.9082273654 3780.77380753849 3123.96791322163 3095.10952418115 11.2005541950484 8.98821043045463 13.4434116313997 10268.4430352372 9778.5728123896 10258.7643464878 9203.90312620928 8411.00176934414 8410.66031513894 248.558702183279 263.359245558351 262.717395120541 5262.84873485159 7542.26409143094 7884.24355610554
